id,molecule_chembl_id,MW,LogP,NumHDonors,NumHAcceptors,Druglikeness
1068,CHEMBL205321,353.4180000000001,4.817400000000005,1.0,4.0,1.0
1069,CHEMBL207777,325.3640000000001,4.002420000000003,1.0,4.0,1.0
1070,CHEMBL378404,325.3640000000001,4.002420000000003,1.0,4.0,1.0
1071,CHEMBL205967,263.29299999999995,2.1914,1.0,4.0,1.0
1072,CHEMBL380830,263.29299999999995,2.1914,1.0,4.0,1.0
1073,CHEMBL206237,353.4180000000001,4.817400000000005,1.0,4.0,1.0
1074,CHEMBL206093,325.3640000000001,4.0024200000000025,1.0,4.0,1.0
1075,CHEMBL426674,325.3640000000001,4.0024200000000025,1.0,4.0,1.0
1076,CHEMBL377283,263.29299999999995,2.1914,1.0,4.0,1.0
1077,CHEMBL494887,342.3610000000001,3.2112000000000007,4.0,3.0,1.0
1078,CHEMBL464538,406.6140000000001,5.3269000000000055,0.0,1.0,0.0
1079,CHEMBL383242,356.4420000000001,2.951200000000001,0.0,4.0,1.0
1080,CHEMBL19224,339.3910000000001,3.860000000000003,0.0,5.0,1.0
1081,CHEMBL207931,355.3900000000001,3.350900000000002,1.0,6.0,1.0
1082,CHEMBL208132,325.3640000000001,3.3423000000000016,1.0,5.0,1.0
1083,CHEMBL211383,373.4930000000003,3.0839000000000008,3.0,3.0,1.0
1084,CHEMBL211500,339.4610000000001,3.490400000000002,2.0,5.0,1.0
1085,CHEMBL211450,325.4340000000001,3.2364200000000016,2.0,5.0,1.0
1086,CHEMBL212526,373.4930000000003,3.0839000000000008,3.0,3.0,1.0
1087,CHEMBL378763,339.4610000000001,3.490400000000002,2.0,5.0,1.0
1088,CHEMBL378762,325.4340000000001,3.2364200000000016,2.0,5.0,1.0
1089,CHEMBL379950,342.4390000000002,4.363200000000003,1.0,4.0,1.0
1090,CHEMBL212374,435.5240000000003,4.649400000000004,1.0,6.0,1.0
1091,CHEMBL213281,367.51500000000016,4.126500000000003,2.0,5.0,1.0
1092,CHEMBL379065,401.5320000000002,4.323100000000004,2.0,5.0,1.0
1093,CHEMBL212001,297.37999999999994,2.4642,2.0,5.0,1.0
1094,CHEMBL212220,353.48800000000017,3.8805000000000014,2.0,5.0,1.0
1095,CHEMBL439508,352.47500000000014,2.5981,3.0,3.0,1.0
1096,CHEMBL213861,338.4480000000001,2.2079999999999997,3.0,3.0,1.0
1097,CHEMBL377041,386.5360000000002,3.8285000000000022,2.0,3.0,1.0
1098,CHEMBL212105,380.5290000000002,3.2010000000000014,2.0,3.0,1.0
1099,CHEMBL213240,380.5290000000003,3.2010000000000014,2.0,3.0,1.0
1100,CHEMBL211529,351.5310000000001,4.912900000000004,2.0,2.0,1.0
1101,CHEMBL213404,399.57500000000016,5.355500000000005,2.0,2.0,0.0
1102,CHEMBL377618,339.4610000000001,2.9141200000000005,2.0,5.0,1.0
1103,CHEMBL212377,365.4990000000002,3.8805000000000014,2.0,5.0,1.0
1104,CHEMBL379935,401.5320000000002,4.518800000000003,2.0,5.0,1.0
1105,CHEMBL213964,367.5150000000002,4.126500000000003,2.0,5.0,1.0
1106,CHEMBL379563,387.5050000000002,4.595000000000002,2.0,5.0,1.0
1107,CHEMBL214160,311.40700000000004,2.928000000000001,2.0,5.0,1.0
1108,CHEMBL213944,410.5140000000002,4.286500000000003,2.0,4.0,1.0
1109,CHEMBL212771,394.5150000000002,5.062300000000003,2.0,3.0,0.0
1110,CHEMBL211652,360.49800000000016,4.814100000000004,2.0,3.0,1.0
1111,CHEMBL211596,304.39000000000004,3.4715000000000016,2.0,3.0,1.0
1112,CHEMBL211943,335.40400000000017,2.8751000000000007,2.0,5.0,1.0
1113,CHEMBL211897,362.47400000000016,3.6884000000000015,3.0,5.0,1.0
1114,CHEMBL208888,322.4090000000001,2.687900000000001,2.0,5.0,1.0
1115,CHEMBL377431,361.4820000000002,3.1576000000000013,3.0,3.0,1.0
1116,CHEMBL212572,339.4610000000001,3.490400000000002,2.0,5.0,1.0
1117,CHEMBL376425,343.46700000000016,3.721400000000002,2.0,2.0,1.0
1118,CHEMBL377037,373.4930000000003,3.0839000000000008,3.0,3.0,1.0
1119,CHEMBL378050,331.4560000000002,4.315200000000004,2.0,2.0,1.0
1120,CHEMBL212065,325449.0,2.8591000000000006,3.0,3.0,0.0
1121,CHEMBL209493,325.4340000000001,3.2364200000000016,2.0,5.0,1.0
1122,CHEMBL386053,361.4380000000002,3.4829000000000017,2.0,4.0,1.0
1123,CHEMBL211471,223.296,1.9437,0.0,2.0,1.0
1124,CHEMBL209392,479.5740000000001,6.410680000000006,0.0,3.0,0.0
1125,CHEMBL209924,517.4140000000002,5.651700000000005,0.0,4.0,0.0
1126,CHEMBL212162,436.5020000000002,4.909120000000004,0.0,4.0,1.0
1127,CHEMBL212111,477.5990000000004,5.549800000000006,0.0,4.0,0.0
1128,CHEMBL209863,474.5550000000001,4.230820000000004,0.0,5.0,1.0
1129,CHEMBL427232,385.5020000000002,3.7676000000000025,0.0,3.0,1.0
1130,CHEMBL211520,399.5290000000003,4.157700000000004,0.0,3.0,1.0
1131,CHEMBL380050,401.50100000000026,3.0040000000000013,0.0,4.0,1.0
1132,CHEMBL384563,327.81500000000005,3.1909,2.0,3.0,1.0
1133,CHEMBL415799,299.80500000000006,3.4036,2.0,3.0,1.0
1134,CHEMBL386541,377.8970000000001,2.9941000000000004,2.0,4.0,1.0
1135,CHEMBL219262,407.4700000000003,3.8963000000000023,2.0,6.0,1.0
1136,CHEMBL219264,548.6840000000003,4.891900000000004,3.0,7.0,0.0
1137,CHEMBL219316,534.6570000000004,4.501800000000004,3.0,7.0,0.0
1138,CHEMBL384886,520.6300000000003,4.111700000000004,3.0,7.0,0.0
1139,CHEMBL220141,506.6030000000004,3.721600000000002,3.0,7.0,0.0
1140,CHEMBL445846,492.5760000000004,3.331500000000002,3.0,7.0,1.0
1141,CHEMBL219911,435.52400000000034,4.215300000000004,2.0,6.0,1.0
1142,CHEMBL374981,561.7230000000002,6.348200000000007,3.0,6.0,0.0
1143,CHEMBL216159,548.6840000000003,5.353100000000005,3.0,7.0,0.0
1144,CHEMBL219569,534.6570000000004,4.9630000000000045,3.0,7.0,0.0
1145,CHEMBL434378,520.6300000000003,4.572900000000004,3.0,7.0,0.0
1146,CHEMBL219550,506.6030000000004,4.182800000000004,3.0,7.0,0.0
1147,CHEMBL219063,492.5760000000004,3.792700000000002,3.0,7.0,1.0
1148,CHEMBL266045,478.5490000000004,3.4026000000000014,3.0,7.0,1.0
1149,CHEMBL385269,464.5220000000004,3.012500000000001,3.0,7.0,1.0
1150,CHEMBL374184,393.48700000000025,3.945700000000003,2.0,6.0,1.0
1151,CHEMBL218940,393.48700000000025,3.945700000000003,2.0,6.0,1.0
1152,CHEMBL436302,393.48700000000025,3.945700000000003,2.0,6.0,1.0
1153,CHEMBL219406,377.4880000000002,4.245520000000004,2.0,5.0,1.0
1154,CHEMBL219405,408.45800000000025,3.8453000000000026,2.0,7.0,1.0
1155,CHEMBL220294,408.45800000000025,3.8453000000000026,2.0,7.0,1.0
1156,CHEMBL219400,408.45800000000025,3.8453000000000026,2.0,7.0,1.0
1157,CHEMBL219172,381.4510000000002,4.076200000000003,2.0,5.0,1.0
1158,CHEMBL218939,363.4610000000002,3.9371000000000023,2.0,5.0,1.0
1159,CHEMBL266084,202.257,1.8222,2.0,2.0,1.0
1160,CHEMBL221811,216284.0,2.3832000000000004,2.0,2.0,0.0
1161,CHEMBL80619,198225.0,2.7247000000000003,1.0,2.0,0.0
1162,CHEMBL221794,212252.0,2.7351,0.0,3.0,0.0
1163,CHEMBL278193,212252.0,3.033120000000001,1.0,2.0,0.0
1164,CHEMBL376011,184198.0,2.4217000000000004,2.0,2.0,0.0
1165,CHEMBL373674,198225.0,2.4321,1.0,3.0,0.0
1166,CHEMBL376012,198225.0,2.7301200000000003,2.0,2.0,0.0
1167,CHEMBL220849,212.252,2.740520000000001,1.0,3.0,1.0
1168,CHEMBL220959,241314.0,2.47302,0.0,2.0,0.0
1169,CHEMBL441868,227287.0,2.17002,1.0,2.0,0.0
1170,CHEMBL375862,213.26,2.1596199999999994,2.0,1.0,1.0
1171,CHEMBL373651,213.26,1.8615999999999997,1.0,2.0,1.0
1172,CHEMBL220905,199233.0,1.8512,2.0,1.0,0.0
1173,CHEMBL374729,227287.0,2.4626200000000003,1.0,1.0,0.0
1174,CHEMBL385778,227287.0,2.1646,0.0,2.0,0.0
1175,CHEMBL376434,213.26,2.1542000000000003,1.0,1.0,1.0
1176,CHEMBL375077,226279.0,3.043520000000001,0.0,3.0,0.0
1177,CHEMBL71851,192.17,1.5071999999999997,1.0,4.0,1.0
1178,CHEMBL500996,582.9180000000005,7.223800000000008,4.0,6.0,0.0
1179,CHEMBL611732,707.0600000000003,10.477799999999997,2.0,6.0,0.0
1180,CHEMBL222037,693.0330000000004,10.283399999999997,2.0,6.0,0.0
1181,CHEMBL222044,679.0060000000004,10.359599999999997,2.0,6.0,0.0
1182,CHEMBL222043,765.0960000000003,9.8202,2.0,4.0,0.0
1183,CHEMBL221992,763.1650000000001,9.105300000000003,0.0,4.0,0.0
1184,CHEMBL19949,749138.0,8.715200000000006,0.0,4.0,0.0
1185,CHEMBL222875,735.0260000000003,9531.0,2.0,6.0,0.0
1186,CHEMBL222818,720.9990000000004,9.336600000000002,2.0,6.0,0.0
1187,CHEMBL222340,706.9720000000003,9.412800000000002,2.0,6.0,0.0
1188,CHEMBL222378,733095.0,8.816100000000006,0.0,6.0,0.0
1189,CHEMBL387394,719068.0,8.426000000000007,0.0,6.0,0.0
1190,CHEMBL222946,705.0409999999999,8.03590000000001,0.0,6.0,0.0
1191,CHEMBL222904,691014.0,7.645800000000009,0.0,6.0,0.0
1192,CHEMBL385130,695.0460000000003,8.426000000000007,0.0,6.0,0.0
1193,CHEMBL222856,666.9920000000003,7.64580000000001,0.0,6.0,0.0
1194,CHEMBL225567,503.0900000000003,6.969600000000006,3.0,3.0,0.0
1195,CHEMBL225198,517.1170000000003,7.359700000000006,3.0,3.0,0.0
1196,CHEMBL223443,503.0900000000003,6.969600000000006,3.0,3.0,0.0
1197,CHEMBL225326,581.9860000000001,7.732100000000006,3.0,3.0,0.0
1198,CHEMBL225021,503.0900000000003,6.969600000000006,3.0,3.0,0.0
1199,CHEMBL225610,373.4520000000001,4.847100000000005,0.0,4.0,1.0
1200,CHEMBL224553,473.6130000000002,6.806200000000008,0.0,5.0,0.0
1201,CHEMBL387849,519.6380000000003,6.433300000000008,0.0,7.0,0.0
1202,CHEMBL225615,489.6120000000002,6.424700000000007,0.0,6.0,0.0
1203,CHEMBL389668,489.6120000000002,6.424700000000008,0.0,6.0,0.0
1204,CHEMBL224811,474.5570000000002,6.315700000000006,0.0,6.0,0.0
1205,CHEMBL225638,443.5870000000001,6.715920000000007,0.0,4.0,0.0
1206,CHEMBL223652,464.0050000000002,7.060900000000006,0.0,4.0,0.0
1207,CHEMBL375976,464.0050000000002,7.060900000000006,0.0,4.0,0.0
1208,CHEMBL225453,464.0050000000002,7.060900000000006,0.0,4.0,0.0
1209,CHEMBL225396,459.5860000000001,6.416100000000007,0.0,5.0,0.0
1210,CHEMBL225451,459.5860000000001,6.416100000000007,0.0,5.0,0.0
1211,CHEMBL376186,459.5860000000001,6.416100000000007,0.0,5.0,0.0
1212,CHEMBL390083,403.4780000000001,4.855700000000005,0.0,5.0,1.0
1213,CHEMBL224981,489.6120000000002,6.424700000000007,0.0,6.0,0.0
1214,CHEMBL225366,459.5860000000002,6.416100000000007,0.0,5.0,0.0
1215,CHEMBL224555,499.6950000000002,8.358000000000008,0.0,4.0,0.0
1216,CHEMBL224347,485.6680000000002,7.967900000000009,0.0,4.0,0.0
1217,CHEMBL390598,471.6410000000002,7.577800000000009,0.0,4.0,0.0
1218,CHEMBL427090,457.6140000000002,7.187700000000008,0.0,4.0,0.0
1219,CHEMBL224469,443.58700000000016,6.797600000000007,0.0,4.0,0.0
1220,CHEMBL224433,429.5600000000002,6.407500000000006,0.0,4.0,0.0
1221,CHEMBL390737,415.5330000000002,6.017400000000006,0.0,4.0,0.0
1222,CHEMBL427249,401.5060000000002,5.627300000000005,0.0,4.0,0.0
1223,CHEMBL225611,387.47900000000016,5.237200000000005,0.0,4.0,0.0
1224,CHEMBL376327,277.36400000000003,0.9328999999999998,2.0,4.0,1.0
1225,CHEMBL229334,261.36499999999995,1.757,1.0,3.0,1.0
1226,CHEMBL396199,430.52400000000017,5.2538000000000045,0.0,4.0,0.0
1227,CHEMBL241830,385463.0,5.1006000000000045,0.0,4.0,0.0
1228,CHEMBL241828,385.4630000000001,5.1006000000000045,0.0,4.0,0.0
1229,CHEMBL241827,415.48900000000015,5.109200000000005,0.0,5.0,0.0
1230,CHEMBL245055,415.48900000000015,5.109200000000004,0.0,5.0,0.0
1231,CHEMBL388714,429.5160000000002,5.499300000000006,0.0,5.0,0.0
1232,CHEMBL245054,415.48900000000015,5.109200000000005,0.0,5.0,0.0
1233,CHEMBL244838,415.48900000000015,5.109200000000005,0.0,5.0,0.0
1234,CHEMBL244624,370.45200000000006,4.674200000000003,1.0,4.0,1.0
1235,CHEMBL244619,400.4340000000001,5.000200000000005,0.0,5.0,0.0
1236,CHEMBL396247,445.51500000000016,4.471700000000004,1.0,6.0,1.0
1237,CHEMBL244416,429.5160000000002,5.499300000000006,0.0,5.0,0.0
1238,CHEMBL244415,445.5150000000002,5.117800000000005,0.0,6.0,0.0
1239,CHEMBL245047,445.5150000000002,5.117800000000005,0.0,6.0,0.0
1240,CHEMBL389825,445.5150000000002,5.117800000000005,0.0,6.0,0.0
1241,CHEMBL245046,429.5160000000002,5.417620000000006,0.0,5.0,0.0
1242,CHEMBL427865,429.5160000000002,5.417620000000006,0.0,5.0,0.0
1243,CHEMBL243130,429.5160000000002,5.417620000000006,0.0,5.0,0.0
1244,CHEMBL242906,460.4860000000002,5.017400000000005,0.0,7.0,0.0
1245,CHEMBL242905,460.4860000000002,5.017400000000005,0.0,7.0,0.0
1246,CHEMBL265416,460.4860000000002,5.017400000000006,0.0,7.0,0.0
1247,CHEMBL243532,385463.0,5.1006000000000045,0.0,4.0,0.0
1248,CHEMBL413794,385.4630000000001,5.1006000000000045,0.0,4.0,0.0
1249,CHEMBL413793,385.4630000000001,5.1006000000000045,0.0,4.0,0.0
1250,CHEMBL243311,385.4630000000001,5.1006000000000045,0.0,4.0,0.0
1251,CHEMBL243310,415.48900000000015,5.109200000000005,0.0,5.0,0.0
1252,CHEMBL244837,389.45100000000014,4.595400000000004,0.0,5.0,1.0
1253,CHEMBL557586,666.9920000000003,7.64580000000001,0.0,6.0,0.0
1254,CHEMBL241960,574.8140000000004,5.040200000000004,2.0,8.0,0.0
1255,CHEMBL241974,574.8140000000004,5.040200000000004,2.0,8.0,0.0
1256,CHEMBL244762,574.8140000000004,5.040200000000004,2.0,8.0,0.0
1257,CHEMBL390247,584.8960000000004,6.373200000000007,2.0,8.0,0.0
1258,CHEMBL276444,552.7600000000006,5.436200000000005,2.0,8.0,0.0
1259,CHEMBL395815,662.8320000000003,6.066600000000006,2.0,10.0,0.0
1260,CHEMBL243057,641.7280000000002,7.557000000000008,2.0,6.0,0.0
1261,CHEMBL243274,600.8920000000004,6.867040000000007,2.0,6.0,0.0
1262,CHEMBL394865,632.8900000000003,6.267400000000007,2.0,8.0,0.0
1263,CHEMBL242661,632.8900000000003,6.267400000000007,2.0,8.0,0.0
1264,CHEMBL218443,572.8380000000005,6.250200000000007,2.0,6.0,0.0
1265,CHEMBL242836,660.9440000000002,7.044400000000008,2.0,8.0,0.0
1266,CHEMBL242191,604.8360000000004,5.487200000000005,2.0,8.0,0.0
1267,CHEMBL243044,576.7820000000003,4.802800000000003,4.0,8.0,0.0
1268,CHEMBL242190,660.8560000000003,5.320600000000005,2.0,8.0,0.0
1269,CHEMBL394348,660.9440000000003,6.352400000000007,2.0,8.0,0.0
1270,CHEMBL243273,660.9440000000004,7.047600000000008,2.0,8.0,0.0
1271,CHEMBL230702,604.8360000000005,5.487200000000004,2.0,8.0,0.0
1272,CHEMBL243272,576.7820000000003,4.707000000000003,2.0,8.0,0.0
1273,CHEMBL243271,548.7280000000003,3.9268000000000023,2.0,8.0,0.0
1274,CHEMBL243270,520.6740000000002,3.146600000000002,2.0,8.0,0.0
1275,CHEMBL230434,602.9080000000005,8.692600000000006,2.0,6.0,0.0
1276,CHEMBL396050,785.0860000000002,9.322200000000002,2.0,8.0,0.0
1277,CHEMBL243269,660.9440000000004,7.047600000000008,2.0,8.0,0.0
1278,CHEMBL243062,790.6820000000002,7.712600000000009,2.0,8.0,0.0
1279,CHEMBL243056,701.7800000000003,7.400400000000009,2.0,8.0,0.0
1280,CHEMBL243055,668.8700000000003,6.861800000000008,2.0,8.0,0.0
1281,CHEMBL242989,662.9600000000003,6.961400000000008,2.0,6.0,0.0
1282,CHEMBL242345,634.9940000000001,7.90820000000001,2.0,6.0,0.0
1283,CHEMBL332051,385.5110000000001,5.4689800000000055,0.0,3.0,0.0
1284,CHEMBL392324,363299.0,4.6928000000000045,0.0,2.0,0.0
1285,CHEMBL115835,460.6180000000002,6.552600000000007,0.0,4.0,0.0
1286,CHEMBL325502,418.53700000000015,5.383900000000005,0.0,4.0,0.0
1287,CHEMBL397891,670.8610000000002,8.955700000000002,0.0,6.0,0.0
1288,CHEMBL415675,346.85799999999995,4.266400000000004,0.0,3.0,1.0
1289,CHEMBL241011,342.43900000000014,3.9674200000000033,0.0,4.0,1.0
1290,CHEMBL240793,367.44900000000007,3.0263000000000018,0.0,4.0,1.0
1291,CHEMBL240792,329.40000000000003,3.8385000000000025,0.0,4.0,1.0
1292,CHEMBL398406,423.3510000000001,4.710000000000004,0.0,4.0,1.0
1293,CHEMBL235548,497.7680000000003,5.0880000000000045,2.0,5.0,0.0
1294,CHEMBL238063,497.7680000000003,4.921900000000004,2.0,5.0,1.0
1295,CHEMBL238062,483.7410000000002,4.531800000000004,2.0,5.0,1.0
1296,CHEMBL237870,470.6980000000003,4.782700000000004,2.0,5.0,1.0
1297,CHEMBL396190,568.8430000000003,6.721900000000009,0.0,6.0,0.0
1298,CHEMBL393212,498.7520000000004,5.515000000000006,1.0,5.0,0.0
1299,CHEMBL241536,498.7520000000004,5.515000000000006,1.0,5.0,0.0
1300,CHEMBL391918,456.67100000000033,4.488800000000004,1.0,5.0,1.0
1301,CHEMBL393621,484.7250000000003,5.124900000000006,1.0,5.0,0.0
1302,CHEMBL238994,382.33800000000014,3.848200000000003,1.0,5.0,1.0
1303,CHEMBL238785,380.3660000000001,5.123400000000004,0.0,4.0,0.0
1304,CHEMBL238573,380.366,5.123400000000004,0.0,4.0,0.0
1305,CHEMBL238572,380.366,5.265900000000004,0.0,4.0,0.0
1306,CHEMBL238571,418.371,5.536500000000004,0.0,5.0,0.0
1307,CHEMBL241762,418.371,5.536500000000004,0.0,5.0,0.0
1308,CHEMBL241761,422.7900000000001,6.181300000000004,0.0,4.0,0.0
1309,CHEMBL392385,422.7900000000001,6.181300000000004,0.0,4.0,0.0
1310,CHEMBL241760,422.7900000000001,6.181300000000004,0.0,4.0,0.0
1311,CHEMBL241554,402372.0,5.836320000000004,0.0,4.0,0.0
1312,CHEMBL241553,402372.0,5.836320000000004,0.0,4.0,0.0
1313,CHEMBL241552,402372.0,5.836320000000004,0.0,4.0,0.0
1314,CHEMBL393758,482.38000000000017,6.863100000000005,0.0,4.0,0.0
1315,CHEMBL239633,414.38300000000015,5.449800000000004,0.0,4.0,0.0
1316,CHEMBL241548,366.33900000000017,4.877400000000003,0.0,4.0,1.0
1317,CHEMBL397168,396.36500000000007,4.500700000000005,0.0,5.0,1.0
1318,CHEMBL237189,368.31100000000015,3.7237000000000022,0.0,5.0,1.0
1319,CHEMBL392100,400.3560000000001,5.454200000000004,0.0,4.0,0.0
1320,CHEMBL392099,400.3560000000001,5.407300000000004,0.0,4.0,0.0
1321,CHEMBL238293,352.3120000000001,4.487300000000003,0.0,4.0,1.0
1322,CHEMBL393149,416399.0,5.913600000000004,0.0,4.0,0.0
1323,CHEMBL235761,402.372,5.523500000000004,0.0,4.0,0.0
1324,CHEMBL438324,394.3930000000002,5.656000000000004,0.0,4.0,0.0
1325,CHEMBL235759,368.3550000000001,5.121800000000004,0.0,4.0,0.0
1326,CHEMBL238257,354328.0,4.731700000000004,0.0,4.0,0.0
1327,CHEMBL238256,387.3610000000001,5.479200000000004,1.0,4.0,0.0
1328,CHEMBL238085,388345.0,5.527900000000004,0.0,4.0,0.0
1329,CHEMBL235751,354.79300000000006,5.162500000000003,0.0,4.0,0.0
1330,CHEMBL238067,422.79,6.181300000000004,0.0,4.0,0.0
1331,CHEMBL391356,389.23800000000006,5.815900000000004,0.0,4.0,0.0
1332,CHEMBL238764,319.36,5.114100000000004,0.0,3.0,0.0
1333,CHEMBL236173,353.2050000000001,4.775300000000003,0.0,4.0,1.0
1334,CHEMBL239418,389.23800000000006,5.815900000000004,0.0,4.0,0.0
1335,CHEMBL397160,369.2040000000002,4.011700000000003,0.0,5.0,1.0
1336,CHEMBL239207,327.16700000000003,4.241100000000003,0.0,4.0,1.0
1337,CHEMBL241127,355221.0,5.069200000000003,1.0,4.0,0.0
1338,CHEMBL1203985,574.7900000000002,5.802400000000005,3.0,5.0,0.0
1339,CHEMBL360055,510.8280000000005,5.452500000000005,0.0,3.0,0.0
1340,CHEMBL555247,897.7109999999993,8.966400000000004,3.0,7.0,0.0
1341,CHEMBL1203984,863.2659999999994,8.313000000000008,3.0,7.0,0.0
1342,CHEMBL540132,753.4729999999998,7.711100000000008,3.0,6.0,0.0
1343,CHEMBL1203986,719.0279999999999,7.057700000000007,3.0,6.0,0.0
1344,CHEMBL540131,609235.0,6.455800000000006,3.0,5.0,0.0
1345,CHEMBL235014,510.6820000000004,6.097800000000007,2.0,6.0,0.0
1346,CHEMBL440983,536.6800000000002,4.297000000000003,4.0,6.0,0.0
1347,CHEMBL238230,506.6940000000004,7.194100000000007,2.0,5.0,0.0
1348,CHEMBL251077,329.35200000000003,1.3194,1.0,6.0,1.0
1349,CHEMBL402484,267328.0,3.246900000000002,0.0,3.0,0.0
1350,CHEMBL1524,273332.0,1.5473,2.0,4.0,0.0
1351,CHEMBL251076,303.3580000000001,0.8211,2.0,5.0,1.0
1352,CHEMBL409610,303.3580000000001,0.8211,2.0,5.0,1.0
1353,CHEMBL401114,301.34200000000004,1.1866999999999996,1.0,5.0,1.0
1354,CHEMBL400092,287.3150000000001,0.7485999999999999,2.0,5.0,1.0
1355,CHEMBL250688,377.39300000000014,0.4439999999999999,2.0,8.0,1.0
1356,CHEMBL252723,347.36700000000013,0.4353999999999998,2.0,7.0,1.0
1357,CHEMBL1523,259305.0,1.2050999999999998,3.0,4.0,0.0
1358,CHEMBL479291,265268.0,1.6389,0.0,3.0,0.0
1359,CHEMBL15056,443.63500000000033,6.023000000000007,1.0,4.0,0.0
1360,CHEMBL41,309.331,4.435000000000003,1.0,2.0,1.0
1361,CHEMBL255231,272.348,2.347200000000001,1.0,3.0,1.0
1362,CHEMBL255230,320.8200000000001,3.3907000000000025,1.0,3.0,1.0
1363,CHEMBL109018,314.7680000000001,4.642240000000003,0.0,3.0,1.0
1364,CHEMBL257540,577.7970000000001,5.259800000000003,5.0,6.0,0.0
1365,CHEMBL403260,706.9720000000003,9.412800000000002,2.0,6.0,0.0
1366,CHEMBL254016,691014.0,7.645800000000009,0.0,6.0,0.0
1367,CHEMBL231160,632.8900000000003,6.267400000000007,2.0,8.0,0.0
1368,CHEMBL32329,400.3290000000002,5.464400000000006,0.0,2.0,0.0
1369,CHEMBL590603,604.3650000000002,7.066900000000008,0.0,4.0,0.0
1370,CHEMBL270248,627.5680000000002,7.997300000000006,1.0,5.0,0.0
1371,CHEMBL271710,596.6740000000003,6.888100000000007,1.0,5.0,0.0
1372,CHEMBL271709,594.6580000000002,6.968700000000007,1.0,5.0,0.0
1373,CHEMBL26125,582.6470000000003,6.498000000000006,1.0,5.0,0.0
1374,CHEMBL407904,627.5680000000002,7.997300000000006,1.0,5.0,0.0
1375,CHEMBL248922,596.6740000000003,6.888100000000007,1.0,5.0,0.0
1376,CHEMBL239046,594.6580000000002,6.968700000000007,1.0,5.0,0.0
1377,CHEMBL272700,582.6470000000003,6.498000000000006,1.0,5.0,0.0
1378,CHEMBL269865,358.3980000000002,2.2401,2.0,6.0,1.0
1379,CHEMBL271385,353.51000000000016,4.468000000000004,2.0,3.0,1.0
1380,CHEMBL271746,414.50600000000026,3.6564000000000014,2.0,6.0,1.0
1381,CHEMBL270349,400.4790000000002,3.266300000000002,2.0,6.0,1.0
1382,CHEMBL260964,440.5480000000002,3.3268000000000013,2.0,6.0,1.0
1383,CHEMBL273051,426.5210000000002,2.9367,2.0,6.0,1.0
1384,CHEMBL260308,414.5500000000002,4.664000000000004,2.0,6.0,1.0
1385,CHEMBL407320,372.46900000000016,3.4937000000000022,2.0,6.0,1.0
1386,CHEMBL277984,358.4420000000002,3.103600000000001,2.0,6.0,1.0
1387,CHEMBL261384,400.5230000000002,4.273900000000004,2.0,6.0,1.0
1388,CHEMBL270491,358.4420000000002,3.103600000000002,2.0,6.0,1.0
1389,CHEMBL272229,344.4150000000002,2.7135000000000007,2.0,6.0,1.0
1390,CHEMBL272230,386.45200000000017,3.020300000000001,2.0,6.0,1.0
1391,CHEMBL273078,372.4250000000002,2.6302000000000003,2.0,6.0,1.0
1392,CHEMBL269863,372.4250000000002,2.6302000000000003,2.0,6.0,1.0
1393,CHEMBL129542,316.48900000000015,3.9273000000000033,0.0,3.0,1.0
1394,CHEMBL1190,258.4939999999999,3.5196000000000023,0.0,0.0,1.0
1395,CHEMBL259264,360.54200000000026,3.5358000000000027,1.0,4.0,1.0
1396,CHEMBL259482,346.51500000000016,3.145700000000001,1.0,4.0,1.0
1397,CHEMBL129306,332.48800000000006,2.898100000000001,1.0,4.0,1.0
1398,CHEMBL259523,576.9100000000004,9.1862,2.0,4.0,0.0
1399,CHEMBL406645,562.8830000000004,8.796100000000004,2.0,4.0,0.0
1400,CHEMBL497276,317.34100000000007,0.3735,2.0,6.0,1.0
1401,CHEMBL481657,246262.0,1.8673999999999995,1.0,4.0,0.0
1402,CHEMBL442813,246.262,1.8674,1.0,4.0,1.0
1403,CHEMBL416,216.19199999999995,2.5478000000000005,0.0,4.0,1.0
1404,CHEMBL502689,230.263,3.007300000000002,1.0,3.0,1.0
1405,CHEMBL51628,162.14399999999998,1.4986,1.0,3.0,1.0
1406,CHEMBL448060,270284.0,3.8842000000000025,0.0,4.0,0.0
1407,CHEMBL303846,228.247,2.9772000000000007,0.0,3.0,1.0
1408,CHEMBL513279,260289.0,3.146600000000001,0.0,4.0,0.0
1409,CHEMBL481658,328.3640000000001,3.384500000000002,0.0,5.0,1.0
1410,CHEMBL461949,246.262,1.9781,2.0,4.0,1.0
1411,CHEMBL459825,408.40300000000025,-0.3083999999999995,4.0,9.0,1.0
1412,CHEMBL459826,262.261,1.3810999999999998,2.0,5.0,1.0
1413,CHEMBL496487,442.68800000000016,4.937300000000006,2.0,3.0,1.0
1414,CHEMBL504924,472.7140000000003,5.245800000000005,2.0,4.0,0.0
1415,CHEMBL496259,426.6450000000003,4.803300000000004,2.0,3.0,1.0
1416,CHEMBL496255,374.65700000000015,5.525600000000006,0.0,2.0,0.0
1417,CHEMBL498645,346.6030000000001,4.922700000000004,1.0,2.0,1.0
1418,CHEMBL496488,370.62500000000017,5.3658000000000055,0.0,2.0,0.0
1419,CHEMBL1678,379.50000000000017,4.361100000000004,0.0,4.0,1.0
1420,CHEMBL486698,232.71399999999997,3.349200000000001,1.0,2.0,1.0
1421,CHEMBL3217103,548.1710000000002,7.103300000000008,1.0,5.0,0.0
